,Load [kWh/h],PV output [kWh/h,Prices [NOK/kWh]
1923,2.93,0.0,0.21
1924,2.18,0.0,0.21
1925,2.37,0.0,0.21
1926,2.32,0.0,0.2
1927,2.88,0.02,0.2
1928,2.61,0.05,0.21
1929,4.07,0.07,0.21
1930,3.18,0.04,0.21
1931,4.49,0.09,0.22
1932,2.89,0.11,0.21
1933,2.63,0.06,0.21
1934,3.09,0.05,0.21
1935,3.59,0.02,0.21
1936,4.11,0.01,0.21
1937,3.39,0.0,0.22
1938,1.83,0.0,0.23
1939,2.74,0.0,0.23
1940,3.09,0.0,0.22
1941,2.46,0.0,0.22
1942,3.13,0.0,0.21
1943,2.05,0.0,0.21
1944,1.95,0.0,0.21
1945,2.4,0.0,0.2
1946,2.06,0.0,0.2
1947,1.87,0.0,0.2
1948,1.82,0.0,0.21
1949,2.53,0.0,0.21
1950,2.57,0.0,0.22
1951,1.88,0.0,0.22
1952,2.38,0.01,0.23
1953,1.78,0.02,0.23
1954,1.84,0.03,0.22
1955,1.8,0.11,0.22
1956,2.42,0.13,0.22
1957,1.87,0.06,0.22
1958,2.02,0.06,0.22
1959,2.97,0.09,0.22
1960,3.2,0.04,0.22
1961,3.91,0.03,0.22
1962,3.54,0.0,0.22
1963,2.38,0.0,0.23
1964,2.36,0.0,0.22
1965,2.13,0.0,0.22
1966,2.26,0.0,0.22
1967,2.87,0.0,0.21
1968,2.34,0.0,0.21
1969,1.97,0.0,0.21
1970,2.62,0.0,0.21
1971,1.96,0.0,0.21
1972,1.97,0.0,0.21
1973,2.48,0.0,0.22
1974,2.32,0.01,0.23
1975,2.77,0.04,0.24
1976,4.48,0.15,0.24
1977,2.46,0.26,0.24
1978,2.6,0.34,0.24
1979,2.69,0.34,0.24
1980,4.09,0.21,0.24
1981,4.01,0.34,0.23
1982,2.15,0.31,0.23
1983,3.8,0.26,0.23
1984,2.77,0.18,0.23
1985,3.05,0.05,0.24
1986,2.3,0.01,0.25
1987,3.18,0.0,0.25
1988,3.52,0.0,0.25
1989,3.15,0.0,0.24
1990,3.8,0.0,0.23
1991,2.19,0.0,0.22
1992,2.34,0.0,0.21
1993,2.07,0.0,0.21
1994,1.85,0.0,0.21
1995,1.86,0.0,0.21
1996,1.88,0.0,0.21
1997,2.65,0.0,0.22
1998,3.15,0.0,0.23
1999,4.87,0.06,0.27
2000,2.55,0.17,0.29
2001,2.3,0.27,0.28
2002,2.69,0.35,0.27
2003,1.95,0.41,0.24
2004,2.0,0.42,0.23
2005,1.84,0.4,0.23
2006,2.49,0.33,0.22
2007,1.71,0.24,0.22
2008,3.47,0.14,0.22
2009,2.36,0.06,0.22
2010,3.09,0.01,0.23
2011,2.08,0.0,0.23
2012,2.96,0.0,0.22
2013,4.66,0.0,0.22
2014,4.05,0.0,0.21
2015,2.3,0.0,0.2
2016,1.94,0.0,0.2
2017,2.38,0.0,0.2
2018,1.8,0.0,0.2
2019,2.43,0.0,0.2
2020,1.93,0.0,0.2
2021,2.01,0.0,0.21
2022,2.47,0.01,0.22
2023,2.9,0.06,0.23
2024,2.8,0.14,0.23
2025,2.18,0.28,0.24
2026,2.12,0.27,0.24
2027,2.04,0.16,0.24
2028,2.6,0.17,0.23
2029,1.99,0.06,0.23
2030,2.05,0.09,0.23
2031,2.3,0.03,0.23
2032,3.31,0.0,0.23
2033,2.73,0.0,0.23
2034,1.89,0.0,0.23
2035,3.58,0.0,0.23
2036,3.37,0.0,0.23
2037,3.61,0.0,0.22
2038,2.63,0.0,0.21
2039,2.27,0.0,0.21
2040,2.72,0.0,0.21
2041,1.86,0.0,0.21
2042,1.87,0.0,0.21
2043,1.99,0.0,0.21
2044,2.15,0.0,0.21
2045,1.88,0.0,0.22
2046,2.01,0.0,0.23
2047,2.8,0.01,0.25
2048,2.0,0.03,0.27
2049,1.95,0.05,0.28
2050,1.9,0.08,0.29
2051,2.49,0.06,0.27
2052,1.88,0.06,0.25
2053,1.97,0.1,0.24
2054,1.87,0.08,0.23
2055,2.9,0.08,0.23
2056,3.52,0.06,0.22
2057,4.47,0.01,0.22
2058,5.12,0.0,0.23
2059,3.58,0.0,0.23
2060,4.12,0.0,0.22
2061,3.07,0.0,0.21
2062,2.51,0.0,0.21
2063,3.84,0.0,0.21
2064,1.73,0.0,0.22
2065,2.38,0.0,0.21
2066,1.55,0.0,0.21
2067,1.74,0.0,0.21
2068,1.73,0.0,0.22
2069,2.36,0.0,0.22
2070,1.77,0.01,0.22
2071,4.92,0.04,0.23
2072,3.46,0.12,0.22
2073,3.42,0.12,0.23
2074,2.16,0.17,0.24
2075,1.87,0.4,0.23
2076,2.32,0.42,0.22
2077,3.18,0.38,0.21
2078,3.37,0.21,0.21
2079,3.88,0.12,0.21
2080,3.2,0.06,0.22
2081,3.45,0.03,0.22
2082,3.49,0.0,0.22
2083,4.33,0.0,0.22
2084,5.45,0.0,0.21
2085,3.24,0.0,0.2
2086,2.07,0.0,0.2
2087,2.13,0.0,0.19
2088,3.14,0.0,0.2
2089,2.27,0.0,0.19
2090,1.87,0.0,0.19
2091,1.91,0.0,0.19
2092,1.93,0.0,0.19
2093,1.54,0.0,0.19
2094,1.52,0.0,0.19
2095,1.57,0.03,0.19
2096,2.19,0.08,0.2
2097,1.59,0.12,0.2
2098,2.64,0.09,0.21
2099,1.57,0.08,0.21
2100,1.69,0.11,0.21
2101,1.55,0.1,0.2
2102,0.59,0.09,0.2
2103,0.61,0.07,0.2
2104,0.67,0.04,0.2
2105,1.19,0.02,0.21
2106,0.58,0.0,0.21
2107,0.76,0.0,0.22
2108,2.0,0.0,0.22
2109,1.71,0.0,0.21
2110,2.36,0.0,0.21
2111,1.46,0.0,0.21
2112,0.86,0.0,0.2
2113,1.19,0.0,0.2
2114,0.83,0.0,0.2
2115,0.67,0.0,0.2
2116,0.68,0.0,0.2
2117,0.83,0.0,0.21
2118,1.12,0.02,0.22
2119,0.99,0.05,0.25
2120,1.99,0.07,0.26
2121,0.84,0.22,0.25
2122,0.77,0.31,0.23
2123,0.77,0.22,0.23
2124,1.32,0.31,0.22
2125,0.76,0.32,0.22
2126,0.74,0.36,0.22
2127,0.81,0.28,0.22
2128,0.69,0.17,0.21
2129,1.16,0.08,0.21
2130,0.79,0.01,0.22
2131,0.77,0.0,0.23
2132,0.96,0.0,0.23
2133,0.95,0.0,0.22
2134,1.05,0.0,0.22
2135,1.6,0.0,0.2
2136,1.08,0.0,0.2
2137,0.94,0.0,0.2
2138,0.99,0.0,0.2
2139,1.08,0.0,0.2
2140,1.04,0.0,0.2
2141,1.66,0.0,0.21
2142,1.12,0.01,0.22
2143,1.14,0.03,0.23
2144,1.14,0.05,0.23
2145,1.06,0.09,0.24
2146,1.07,0.3,0.23
2147,1.54,0.47,0.23
2148,1.0,0.45,0.23
2149,0.92,0.36,0.23
2150,0.99,0.35,0.23
2151,0.76,0.21,0.23
2152,0.67,0.17,0.22
2153,1.28,0.06,0.22
2154,0.73,0.0,0.22
2155,0.79,0.0,0.23
2156,1.04,0.0,0.23
2157,1.06,0.0,0.23
2158,1.03,0.0,0.22
2159,1.31,0.0,0.21
2160,1.3,0.0,0.21
2161,1.01,0.0,0.21
2162,1.1,0.0,0.21
2163,1.08,0.0,0.21
2164,1.08,0.0,0.21
2165,1.17,0.0,0.22
2166,1.69,0.02,0.22
2167,1.2,0.12,0.24
2168,1.01,0.27,0.25
2169,1.02,0.27,0.24
2170,1.01,0.36,0.23
2171,0.97,0.4,0.23
2172,0.9,0.46,0.22
2173,1.31,0.4,0.22
2174,0.91,0.33,0.22
2175,0.84,0.21,0.21
2176,0.88,0.08,0.21
2177,0.86,0.02,0.22
2178,0.82,0.0,0.22
2179,1.46,0.0,0.22
2180,0.92,0.0,0.23
2181,1.04,0.0,0.23
2182,1.05,0.0,0.22
2183,1.05,0.0,0.21
2184,1.03,0.0,0.21
2185,1.34,0.0,0.21
2186,1.16,0.0,0.21
2187,0.96,0.0,0.21
2188,0.98,0.0,0.21
2189,1.0,0.0,0.22
2190,0.99,0.01,0.22
2191,0.97,0.04,0.23
2192,1.53,0.09,0.24
2193,1.02,0.15,0.23
2194,0.95,0.17,0.23
2195,0.9,0.16,0.23
2196,0.88,0.46,0.22
2197,0.83,0.19,0.22
2198,1.38,0.1,0.22
2199,0.84,0.06,0.21
2200,0.8,0.05,0.21
2201,0.84,0.03,0.21
2202,0.85,0.01,0.22
2203,0.81,0.0,0.22
2204,0.88,0.0,0.22
2205,1.41,0.0,0.22
2206,0.91,0.0,0.22
2207,0.82,0.0,0.21
2208,0.93,0.0,0.21
2209,0.96,0.0,0.21
2210,1.0,0.0,0.21
2211,1.39,0.0,0.21
2212,1.18,0.0,0.21
2213,0.96,0.0,0.21
2214,1.01,0.01,0.21
2215,1.04,0.03,0.21
2216,1.15,0.12,0.22
2217,1.05,0.29,0.22
2218,1.54,0.38,0.22
2219,1.0,0.37,0.22
2220,0.94,0.49,0.22
2221,1.02,0.44,0.21
2222,0.85,0.32,0.21
2223,0.82,0.19,0.21
2224,0.83,0.15,0.21
2225,1.35,0.07,0.22
2226,0.73,0.01,0.22
2227,0.99,0.0,0.22
2228,1.03,0.0,0.22
2229,1.1,0.0,0.22
2230,1.04,0.0,0.22
2231,1.16,0.0,0.22
2232,1.59,0.0,0.22
2233,1.22,0.0,0.22
2234,1.1,0.0,0.22
2235,1.19,0.0,0.22
2236,1.17,0.0,0.22
2237,1.32,0.0,0.22
2238,1.8,0.03,0.22
2239,1.28,0.09,0.22
2240,1.22,0.24,0.23
2241,1.13,0.29,0.23
2242,1.0,0.43,0.23
2243,1.01,0.54,0.23
2244,0.84,0.35,0.22
2245,1.37,0.52,0.22
2246,0.8,0.1,0.22
2247,0.81,0.26,0.22
2248,0.81,0.18,0.22
2249,0.83,0.1,0.22
2250,0.8,0.01,0.22
2251,1.44,0.0,0.23
2252,1.04,0.0,0.23
2253,1.15,0.0,0.23
2254,1.08,0.0,0.22
2255,1.16,0.0,0.22
2256,1.14,0.0,0.22
2257,1.29,0.0,0.22
2258,1.39,0.0,0.22
2259,1.19,0.0,0.22
2260,1.19,0.0,0.21
2261,1.29,0.0,0.21
2262,1.23,0.03,0.21
2263,1.07,0.12,0.21
2264,1.52,0.16,0.22
2265,1.01,0.18,0.22
2266,0.9,0.14,0.22
2267,0.88,0.15,0.22
2268,0.79,0.14,0.22
2269,0.88,0.11,0.21
2270,1.26,0.07,0.21
2271,0.97,0.03,0.21
2272,0.82,0.02,0.21
2273,0.99,0.01,0.21
2274,0.97,0.0,0.22
2275,1.01,0.0,0.23
2276,1.01,0.0,0.23
2277,1.59,0.0,0.23
2278,1.12,0.0,0.23
2279,2.71,0.0,0.22
2280,2.79,0.0,0.23
2281,1.67,0.0,0.22
2282,1.87,0.0,0.21
2283,1.76,0.0,0.21
2284,1.43,0.0,0.21
2285,2.17,0.0,0.22
2286,1.66,0.0,0.22
2287,1.7,0.02,0.22
2288,2.97,0.02,0.22
2289,3.07,0.05,0.22
2290,4.01,0.05,0.23
2291,2.77,0.06,0.23
2292,3.07,0.03,0.23
2293,3.3,0.01,0.22
2294,2.72,0.02,0.22
2295,2.52,0.02,0.21
2296,2.78,0.05,0.22
2297,2.37,0.01,0.22
2298,3.11,0.0,0.23
2299,2.4,0.0,0.23
2300,3.62,0.0,0.23
2301,2.18,0.0,0.23
2302,2.72,0.0,0.23
2303,1.57,0.0,0.22
2304,1.59,0.0,0.22
2305,1.56,0.0,0.22
2306,2.12,0.0,0.21
2307,1.49,0.0,0.21
2308,1.59,0.0,0.21
2309,2.77,0.0,0.22
2310,4.22,0.01,0.22
2311,3.25,0.02,0.23
2312,1.92,0.05,0.23
2313,1.91,0.04,0.23
2314,2.28,0.06,0.23
2315,1.52,0.06,0.23
2316,2.01,0.06,0.23
2317,1.68,0.08,0.23
2318,2.64,0.08,0.23
2319,2.73,0.02,0.23
2320,2.52,0.01,0.22
2321,2.74,0.02,0.23
2322,2.81,0.01,0.23
2323,2.11,0.0,0.23
2324,2.12,0.0,0.23
2325,2.86,0.0,0.23
2326,1.96,0.0,0.22
2327,1.66,0.0,0.22
2328,2.21,0.0,0.21
2329,1.68,0.0,0.21
2330,1.6,0.0,0.21
2331,1.61,0.0,0.21
2332,1.71,0.0,0.21
2333,1.96,0.0,0.21
2334,2.4,0.02,0.22
2335,2.55,0.07,0.23
2336,1.58,0.1,0.23
2337,1.59,0.17,0.23
2338,1.53,0.26,0.23
2339,2.11,0.3,0.23
2340,1.62,0.33,0.23
2341,1.61,0.14,0.23
2342,2.67,0.12,0.23
2343,3.27,0.09,0.23
2344,2.34,0.01,0.23
2345,2.17,0.02,0.23
2346,2.89,0.01,0.23
2347,2.28,0.0,0.23
2348,2.52,0.0,0.23
2349,2.68,0.0,0.23
2350,1.84,0.0,0.23
2351,2.43,0.0,0.22
2352,1.73,0.0,0.22
2353,1.64,0.0,0.22
2354,1.64,0.0,0.21
2355,2.25,0.0,0.21
2356,1.58,0.0,0.22
2357,1.92,0.0,0.22
2358,3.24,0.01,0.22
2359,1.71,0.03,0.23
2360,2.08,0.06,0.24
2361,1.57,0.09,0.23
2362,1.51,0.14,0.23
2363,1.53,0.24,0.23
2364,1.73,0.33,0.23
2365,3.32,0.21,0.23
2366,2.47,0.13,0.22
2367,1.6,0.08,0.22
2368,4.24,0.04,0.22
2369,1.81,0.01,0.22
2370,1.91,0.0,0.22
2371,3.68,0.0,0.22
2372,2.43,0.0,0.22
2373,2.06,0.0,0.22
2374,1.9,0.0,0.22
2375,2.31,0.0,0.22
2376,1.61,0.0,0.22
2377,1.61,0.0,0.22
2378,1.57,0.0,0.22
2379,2.06,0.0,0.22
2380,1.47,0.0,0.22
2381,1.54,0.0,0.23
2382,1.7,0.0,0.23
2383,2.33,0.01,0.25
2384,1.45,0.01,0.25
2385,1.51,0.02,0.25
2386,1.54,0.03,0.25
2387,2.05,0.03,0.25
2388,1.75,0.05,0.23
2389,1.85,0.03,0.23
2390,1.69,0.03,0.23
2391,3.4,0.05,0.23
2392,2.92,0.05,0.23
2393,1.6,0.01,0.23
2394,2.26,0.0,0.23
2395,2.07,0.0,0.23
2396,2.35,0.0,0.23
2397,2.03,0.0,0.23
2398,2.64,0.0,0.23
2399,1.69,0.0,0.23
2400,2.18,0.0,0.22
2401,1.44,0.0,0.22
2402,1.51,0.0,0.22
2403,1.55,0.0,0.22
2404,2.11,0.0,0.22
2405,1.49,0.01,0.22
2406,1.54,0.05,0.22
2407,3.16,0.12,0.23
2408,2.74,0.18,0.23
2409,1.98,0.3,0.23
2410,1.52,0.43,0.23
2411,2.53,0.42,0.22
2412,1.46,0.48,0.22
2413,1.74,0.41,0.22
2414,1.98,0.31,0.22
2415,3.36,0.2,0.22
2416,1.69,0.11,0.22
2417,2.16,0.03,0.22
2418,2.66,0.01,0.22
2419,3.68,0.0,0.22
2420,3.61,0.0,0.22
2421,3.31,0.0,0.22
2422,2.83,0.0,0.22
2423,1.66,0.0,0.22
2424,1.67,0.0,0.21
2425,1.59,0.0,0.21
2426,2.28,0.0,0.21
2427,1.6,0.0,0.21
2428,1.5,0.0,0.21
2429,1.54,0.0,0.21
2430,2.11,0.0,0.21
2431,1.54,0.02,0.21
2432,1.74,0.04,0.21
2433,2.67,0.05,0.21
2434,1.54,0.09,0.21
2435,1.55,0.16,0.21
2436,2.5,0.19,0.21
2437,3.21,0.2,0.21
2438,2.05,0.38,0.21
2439,2.0,0.33,0.21
2440,2.56,0.25,0.21
2441,1.94,0.1,0.21
2442,2.43,0.05,0.21
2443,3.57,0.0,0.21
2444,1.95,0.0,0.21
2445,1.85,0.0,0.21
2446,2.29,0.0,0.21
2447,1.55,0.0,0.21
2448,1.99,0.0,0.21
2449,1.7,0.0,0.21
2450,1.55,0.0,0.21
2451,1.59,0.0,0.21
2452,1.52,0.0,0.21
2453,2.59,0.01,0.21
2454,3.53,0.03,0.22
2455,2.44,0.06,0.24
2456,1.51,0.06,0.24
2457,1.53,0.16,0.23
2458,1.49,0.24,0.23
2459,2.12,0.13,0.22
2460,1.54,0.24,0.22
2461,1.55,0.54,0.22
2462,2.04,0.43,0.22
2463,3.14,0.3,0.22
2464,1.71,0.18,0.22
2465,1.86,0.06,0.22
2466,2.98,0.03,0.22
2467,2.08,0.0,0.22
2468,1.91,0.0,0.23
2469,2.7,0.0,0.22
2470,2.21,0.0,0.22
2471,1.86,0.0,0.22
2472,2.17,0.0,0.22
2473,2.22,0.0,0.21
2474,1.81,0.0,0.21
2475,1.85,0.0,0.21
2476,1.89,0.0,0.21
2477,2.54,0.02,0.22
2478,4.18,0.07,0.24
2479,3.81,0.15,0.29
2480,1.85,0.18,0.42
2481,1.79,0.15,0.39
2482,1.7,0.17,0.38
2483,3.47,0.13,0.36
2484,2.59,0.05,0.36
2485,1.87,0.05,0.29
2486,3.14,0.05,0.25
2487,2.32,0.05,0.25
2488,2.03,0.11,0.24
2489,1.99,0.05,0.23
2490,2.86,0.01,0.23
2491,1.84,0.0,0.23
2492,2.38,0.0,0.23
2493,1.77,0.0,0.22
2494,1.75,0.0,0.22
2495,2.33,0.0,0.22
2496,1.66,0.0,0.21
2497,1.59,0.0,0.21
2498,1.53,0.0,0.21
2499,1.87,0.0,0.21
2500,1.96,0.0,0.21
2501,3.44,0.01,0.21
2502,3.17,0.03,0.22
2503,1.73,0.06,0.23
2504,2.21,0.1,0.25
2505,1.55,0.31,0.24
2506,1.52,0.3,0.23
2507,1.52,0.23,0.23
2508,1.7,0.13,0.23
2509,1.75,0.11,0.22
2510,2.03,0.29,0.22
2511,1.8,0.19,0.22
2512,2.77,0.19,0.22
2513,2.91,0.02,0.22
2514,2.35,0.01,0.22
2515,2.4,0.0,0.22
2516,1.73,0.0,0.22
2517,1.85,0.0,0.22
2518,2.36,0.0,0.22
2519,1.84,0.0,0.22
2520,1.68,0.0,0.2
2521,2.25,0.0,0.2
2522,1.63,0.0,0.2
2523,1.65,0.0,0.2
2524,1.54,0.0,0.2
2525,2.86,0.01,0.21
2526,1.64,0.01,0.21
2527,1.55,0.04,0.23
2528,2.22,0.05,0.24
2529,1.99,0.14,0.23
2530,1.6,0.2,0.22
2531,1.56,0.35,0.22
2532,1.53,0.34,0.21
2533,2.35,0.28,0.21
2534,2.07,0.17,0.21
2535,1.9,0.15,0.21
2536,2.84,0.13,0.21
2537,2.06,0.07,0.21
2538,2.37,0.05,0.21
2539,1.74,0.01,0.21
2540,1.98,0.0,0.22
2541,2.61,0.0,0.22
2542,1.92,0.0,0.21
2543,1.47,0.0,0.21
2544,2.06,0.0,0.2
2545,1.46,0.0,0.2
2546,1.49,0.0,0.2
2547,1.51,0.0,0.2
2548,1.95,0.0,0.2
2549,1.52,0.01,0.21
2550,1.59,0.03,0.22
2551,2.16,0.07,0.23
2552,1.48,0.14,0.24
2553,1.35,0.27,0.24
2554,1.43,0.34,0.24
2555,1.56,0.43,0.23
2556,1.85,0.3,0.23
2557,1.55,0.29,0.22
2558,1.48,0.18,0.22
2559,2.45,0.17,0.21
2560,1.9,0.09,0.21
2561,1.78,0.08,0.21
2562,4.05,0.03,0.21
2563,2.5,0.01,0.21
2564,2.73,0.0,0.21
2565,2.34,0.0,0.21
2566,1.89,0.0,0.21
2567,2.73,0.0,0.21
2568,1.64,0.0,0.2
2569,1.51,0.0,0.2
2570,1.55,0.0,0.2
2571,2.07,0.0,0.2
2572,1.76,0.0,0.2
2573,1.54,0.01,0.2
2574,1.45,0.05,0.2
2575,1.95,0.05,0.2
2576,1.98,0.08,0.21
2577,2.43,0.06,0.21
2578,2.4,0.03,0.21
2579,2.25,0.05,0.2
2580,1.6,0.06,0.2
2581,2.29,0.06,0.2
2582,1.71,0.04,0.2
2583,1.71,0.05,0.2
2584,1.7,0.08,0.2
2585,2.23,0.11,0.2
2586,2.05,0.03,0.2
2587,2.84,0.0,0.2
2588,2.07,0.0,0.2
2589,2.4,0.0,0.2
2590,2.1,0.0,0.2
2591,2.09,0.0,0.2
2592,1.64,0.0,0.2
2593,1.44,0.0,0.2
2594,1.44,0.0,0.2
2595,1.97,0.0,0.2
2596,1.63,0.0,0.2
2597,1.46,0.01,0.2
2598,1.48,0.03,0.2
2599,1.77,0.05,0.2
2600,1.99,0.17,0.2
2601,1.71,0.31,0.2
2602,2.86,0.25,0.2
2603,2.62,0.3,0.2
2604,2.7,0.35,0.2
2605,2.54,0.49,0.2
2606,2.32,0.17,0.2
2607,2.23,0.12,0.2
2608,2.23,0.2,0.2
2609,1.36,0.15,0.2
2610,3.01,0.06,0.2
2611,2.8,0.01,0.2
2612,2.95,0.0,0.21
2613,1.45,0.0,0.21
2614,1.92,0.0,0.21
2615,1.1,0.0,0.2
2616,0.99,0.0,0.21
2617,1.6,0.0,0.21
2618,0.97,0.0,0.21
2619,1.04,0.0,0.21
2620,1.01,0.0,0.21
2621,1.92,0.02,0.21
2622,2.88,0.07,0.21
2623,1.54,0.04,0.23
2624,1.04,0.06,0.23
2625,1.04,0.1,0.23
2626,1.1,0.09,0.23
2627,1.65,0.08,0.23
2628,1.01,0.12,0.23
2629,1.29,0.11,0.22
2630,2.49,0.09,0.22
2631,2.12,0.08,0.22
2632,3.13,0.04,0.22
2633,1.65,0.02,0.22
2634,1.3,0.01,0.22
2635,2.59,0.0,0.22
2636,2.04,0.0,0.22
2637,4.05,0.0,0.22
2638,1.41,0.0,0.21
2639,1.21,0.0,0.21
2640,1.69,0.0,0.2
2641,0.99,0.0,0.2
2642,1.09,0.0,0.2
2643,1.04,0.0,0.2
2644,1.55,0.0,0.2
2645,1.02,0.01,0.2
2646,1.36,0.02,0.21
2647,1.66,0.05,0.22
2648,1.03,0.08,0.23
2649,0.99,0.1,0.23
2650,2.4,0.16,0.22
2651,2.99,0.53,0.22
2652,1.04,0.57,0.22
2653,1.58,0.53,0.21
2654,3.64,0.26,0.21
2655,1.93,0.25,0.21
2656,1.42,0.32,0.21
2657,2.14,0.03,0.21
2658,1.53,0.0,0.21
2659,1.96,0.0,0.21
2660,2.6,0.0,0.21
2661,2.99,0.0,0.21
2662,2.22,0.0,0.21
2663,1.02,0.0,0.2
2664,1.16,0.0,0.19
2665,1.72,0.0,0.19
2666,1.14,0.0,0.19
2667,1.04,0.0,0.19
2668,1.07,0.0,0.19
2669,2.36,0.01,0.2
2670,2.3,0.02,0.21
2671,1.28,0.03,0.21
2672,1.77,0.08,0.22
2673,1.02,0.04,0.22
2674,1.05,0.06,0.21
2675,1.12,0.02,0.22
2676,1.62,0.05,0.22
2677,1.38,0.03,0.22
2678,2.23,0.06,0.21
2679,2.07,0.02,0.21
2680,2.06,0.01,0.21
2681,1.44,0.01,0.21
2682,2.38,0.0,0.21
2683,3.52,0.0,0.21
2684,2.86,0.0,0.21
2685,2.18,0.0,0.21
2686,2.38,0.0,0.2
2687,1.57,0.0,0.2
2688,1.5,0.0,0.19
2689,1.44,0.0,0.19
2690,2.09,0.0,0.18
2691,1.42,0.0,0.18
2692,1.51,0.0,0.18
2693,1.51,0.0,0.19
2694,2.41,0.01,0.2
2695,1.55,0.01,0.21
2696,1.56,0.01,0.21
2697,2.09,0.02,0.21
2698,1.56,0.05,0.21
2699,1.45,0.09,0.21
2700,1.66,0.16,0.2
2701,1.53,0.12,0.2
2702,2.52,0.04,0.2
2703,1.8,0.02,0.2
2704,3.42,0.04,0.2
2705,2.84,0.03,0.2
2706,1.66,0.01,0.2
2707,2.43,0.0,0.2
2708,2.02,0.0,0.2
2709,2.8,0.0,0.21
2710,3.33,0.0,0.2
2711,1.94,0.0,0.2
2712,1.73,0.0,0.19
2713,2.25,0.0,0.19
2714,1.67,0.0,0.19
2715,1.72,0.0,0.2
2716,1.7,0.0,0.2
2717,2.4,0.01,0.21
2718,3.3,0.02,0.21
2719,2.2,0.03,0.22
2720,1.6,0.07,0.22
2721,1.57,0.13,0.22
2722,2.11,0.18,0.23
2723,1.52,0.14,0.22
2724,1.61,0.05,0.22
2725,1.72,0.08,0.21
2726,2.79,0.15,0.21
2727,3.72,0.09,0.21
2728,2.98,0.06,0.2
2729,2.64,0.11,0.21
2730,2.8,0.09,0.21
2731,3.16,0.01,0.21
2732,2.72,0.0,0.21
2733,2.01,0.0,0.21
2734,1.93,0.0,0.2
2735,1.79,0.0,0.2
2736,1.86,0.0,0.2
2737,2.21,0.0,0.2
2738,1.74,0.0,0.2
2739,1.77,0.0,0.19
2740,1.66,0.0,0.19
2741,1.72,0.01,0.19
2742,2.21,0.01,0.2
2743,1.61,0.05,0.2
2744,2.25,0.08,0.2
2745,2.32,0.08,0.2
2746,3.55,0.24,0.21
2747,2.7,0.29,0.2
2748,2.29,0.35,0.2
2749,2.74,0.31,0.2
2750,2.54,0.12,0.2
2751,2.49,0.1,0.2
2752,2.64,0.06,0.2
2753,2.64,0.06,0.2
2754,3.47,0.04,0.2
2755,2.62,0.01,0.2
2756,2.73,0.0,0.2
2757,2.48,0.0,0.2
2758,2.06,0.0,0.2
2759,2.08,0.0,0.2
2760,1.54,0.0,0.19
2761,1.67,0.0,0.19
2762,2.01,0.0,0.19
2763,1.54,0.0,0.19
2764,1.57,0.0,0.19
2765,1.51,0.01,0.19
2766,2.18,0.06,0.19
2767,1.5,0.19,0.19
2768,1.54,0.19,0.19
2769,1.71,0.48,0.2
2770,3.34,0.61,0.2
2771,2.46,0.36,0.2
2772,1.89,0.61,0.2
2773,2.26,0.17,0.2
2774,1.84,0.2,0.2
2775,2.7,0.32,0.19
2776,2.53,0.24,0.19
2777,4.6,0.14,0.2
2778,2.83,0.03,0.2
2779,2.29,0.02,0.2
2780,3.27,0.0,0.21
2781,3.51,0.0,0.21
2782,3.17,0.0,0.21
2783,1.99,0.0,0.2
2784,1.32,0.0,0.21
2785,1.59,0.0,0.2
2786,1.76,0.0,0.2
2787,1.54,0.0,0.2
2788,1.55,0.0,0.2
2789,2.7,0.02,0.21
2790,3.21,0.13,0.22
2791,2.65,0.25,0.32
2792,1.62,0.38,0.4
2793,1.28,0.48,0.38
2794,1.32,0.57,0.37
2795,1.9,0.21,0.35
2796,1.37,0.46,0.29
2797,1.89,0.39,0.25
2798,3.38,0.38,0.24
2799,2.99,0.12,0.24
2800,4.48,0.07,0.23
2801,2.36,0.03,0.23
2802,1.63,0.01,0.23
2803,2.31,0.01,0.23
2804,2.81,0.0,0.24
2805,2.15,0.0,0.24
2806,2.68,0.0,0.22
2807,1.97,0.0,0.21
2808,1.59,0.0,0.21
2809,2.26,0.0,0.21
2810,1.7,0.0,0.21
2811,1.67,0.0,0.21
2812,1.72,0.0,0.21
2813,2.32,0.03,0.22
2814,1.97,0.11,0.23
2815,1.73,0.19,0.31
2816,2.84,0.31,0.4
2817,1.53,0.47,0.34
2818,1.39,0.57,0.32
2819,1.45,0.64,0.31
2820,1.43,0.6,0.27
2821,4.0,0.59,0.26
2822,1.92,0.34,0.24
2823,4.18,0.29,0.24
2824,2.38,0.16,0.23
2825,2.95,0.08,0.23
2826,1.42,0.04,0.23
2827,1.33,0.01,0.22
2828,2.15,0.0,0.22
2829,1.31,0.0,0.22
2830,1.19,0.0,0.21
2831,1.83,0.0,0.21
2832,1.13,0.0,0.21
2833,1.44,0.0,0.2
2834,1.35,0.0,0.2
2835,1.92,0.0,0.2
2836,1.34,0.01,0.2
2837,1.55,0.02,0.21
2838,3.21,0.03,0.22
2839,1.7,0.15,0.26
2840,1.52,0.29,0.27
2841,2.06,0.36,0.25
2842,1.54,0.46,0.24
2843,1.61,0.27,0.23
2844,1.61,0.43,0.23
2845,2.47,0.21,0.22
2846,1.61,0.13,0.22
2847,1.58,0.05,0.22
2848,2.43,0.14,0.22
2849,2.43,0.09,0.22
2850,3.37,0.02,0.22
2851,3.55,0.01,0.22
2852,3.63,0.0,0.22
2853,3.56,0.0,0.22
